serial,age,amount,credit_history,credit_risk,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone,
234,40.0,3857.0,2.0,1.0,30.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,
513,37.0,3878.0,4.0,1.0,24.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,
862,24.0,4308.0,2.0,0.0,48.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,9.0,1.0,1.0,1.0,
169,24.0,2788.0,4.0,1.0,15.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,
592,51.0,1164.0,4.0,1.0,8.0,5.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,10.0,1.0,1.0,2.0,
896,38.0,12976.0,2.0,0.0,18.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,
648,32.0,7238.0,3.0,1.0,48.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,
609,26.0,4788.0,2.0,1.0,48.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,
80,35.0,1979.0,2.0,1.0,15.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,
235,25.0,685.0,2.0,0.0,12.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,0.0,1.0,2.0,1.0,
846,23.0,2520.0,4.0,0.0,27.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,
596,28.0,5371.0,4.0,1.0,36.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,
715,26.0,3518.0,2.0,1.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,1.0,
469,24.0,2323.0,2.0,1.0,36.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,
314,26.0,1201.0,2.0,1.0,24.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,
411,64.0,1409.0,2.0,1.0,13.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,
726,21.0,2779.0,2.0,1.0,18.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,
491,33.0,2051.0,2.0,1.0,18.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,
104,54.0,7432.0,3.0,1.0,36.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,
756,33.0,950.0,0.0,0.0,15.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,
410,29.0,7166.0,2.0,1.0,42.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,
865,27.0,5998.0,4.0,0.0,40.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,1.0,1.0,2.0,
71,32.0,2745.0,4.0,1.0,21.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,
954,24.0,11590.0,4.0,0.0,48.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,
116,28.0,6260.0,2.0,1.0,18.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,
834,26.0,4210.0,2.0,0.0,36.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,
774,24.0,9271.0,2.0,0.0,36.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,
693,22.0,454.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,
377,28.0,1108.0,0.0,0.0,12.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,
92,25.0,2991.0,2.0,1.0,30.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,
882,34.0,1337.0,0.0,0.0,9.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,
621,48.0,9277.0,2.0,1.0,24.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,5.0,4.0,2.0,
265,34.0,1493.0,2.0,1.0,12.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,
635,39.0,3249.0,2.0,1.0,36.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,1.0,2.0,
899,36.0,3915.0,2.0,0.0,27.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,9.0,1.0,2.0,2.0,
797,34.0,2864.0,2.0,0.0,18.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,
379,22.0,1514.0,2.0,1.0,15.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,
210,35.0,2753.0,2.0,1.0,9.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,
600,29.0,5179.0,2.0,0.0,36.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,
223,35.0,4679.0,3.0,1.0,24.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,
323,28.0,2142.0,2.0,1.0,11.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,9.0,4.0,4.0,2.0,
196,35.0,7253.0,4.0,1.0,33.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,
439,43.0,2442.0,4.0,1.0,27.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,9.0,1.0,1.0,2.0,
138,32.0,2325.0,1.0,1.0,24.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,
46,23.0,1216.0,2.0,0.0,18.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,
666,49.0,1092.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,
268,36.0,909.0,2.0,1.0,36.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,0.0,3.0,4.0,1.0,
63,47.0,3578.0,4.0,1.0,48.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,2.0,
350,32.0,701.0,4.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,6.0,1.0,4.0,1.0,
306,41.0,1469.0,2.0,1.0,24.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,0.0,2.0,4.0,1.0,
315,41.0,662.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,
566,23.0,1553.0,3.0,1.0,24.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,
17,40.0,3939.0,4.0,1.0,11.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,
639,24.0,4272.0,4.0,1.0,20.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,
792,25.0,2327.0,2.0,0.0,15.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,
60,36.0,3079.0,2.0,1.0,36.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,5.0,4.0,1.0,
39,31.0,3378.0,2.0,1.0,18.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,4.0,2.0,
735,42.0,5493.0,2.0,1.0,36.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,
729,30.0,11054.0,4.0,1.0,36.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,4.0,2.0,
780,40.0,4623.0,2.0,0.0,15.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,6.0,2.0,4.0,2.0,
157,23.0,1498.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,
45,61.0,1239.0,2.0,1.0,18.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,6.0,5.0,2.0,1.0,
190,28.0,2923.0,2.0,1.0,21.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,
974,29.0,11816.0,0.0,0.0,45.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,9.0,1.0,1.0,1.0,
721,50.0,6224.0,3.0,0.0,48.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,6.0,1.0,2.0,1.0,
228,27.0,802.0,3.0,1.0,14.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,4.0,1.0,
36,39.0,860.0,4.0,1.0,6.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,2.0,
660,26.0,590.0,2.0,1.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,
674,44.0,760.0,2.0,1.0,8.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,
416,29.0,2743.0,4.0,1.0,28.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,
843,29.0,1123.0,2.0,0.0,12.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,
505,38.0,7814.0,2.0,1.0,24.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,
765,47.0,2538.0,3.0,0.0,24.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,0.0,1.0,4.0,1.0,
980,35.0,3386.0,2.0,0.0,12.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,
970,40.0,1647.0,1.0,0.0,21.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,5.0,1.0,1.0,
465,24.0,7472.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,5.0,2.0,1.0,
282,46.0,2251.0,2.0,1.0,12.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,
357,63.0,2924.0,2.0,1.0,24.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,
937,29.0,959.0,2.0,0.0,9.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,
487,35.0,3780.0,4.0,1.0,18.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,
448,21.0,886.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,
924,50.0,5293.0,0.0,0.0,27.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,9.0,1.0,1.0,2.0,
902,33.0,2579.0,2.0,0.0,12.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,
293,34.0,1898.0,4.0,1.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,4.0,1.0,
405,32.0,4594.0,2.0,1.0,18.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,
857,30.0,3349.0,1.0,0.0,24.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,
825,29.0,1659.0,3.0,0.0,24.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,
826,47.0,1209.0,3.0,0.0,6.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,0.0,1.0,2.0,2.0,
159,59.0,6416.0,1.0,0.0,48.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,9.0,1.0,2.0,1.0,
762,65.0,2600.0,2.0,0.0,18.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,
777,40.0,4297.0,3.0,0.0,18.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,
422,40.0,1322.0,4.0,1.0,11.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,4.0,2.0,1.0,
383,63.0,13756.0,4.0,1.0,60.0,5.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,0.0,5.0,4.0,2.0,
989,23.0,976.0,2.0,0.0,18.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,
278,27.0,3652.0,4.0,1.0,21.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,9.0,1.0,2.0,1.0,
84,36.0,2360.0,4.0,1.0,15.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,
22,49.0,3124.0,4.0,1.0,12.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,
73,39.0,2299.0,2.0,1.0,36.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,
406,40.0,5381.0,2.0,1.0,48.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,10.0,5.0,2.0,2.0,
145,25.0,2394.0,2.0,1.0,36.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,
303,26.0,3749.0,2.0,1.0,24.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,
460,26.0,2445.0,2.0,1.0,12.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,
620,47.0,958.0,4.0,1.0,12.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,
89,39.0,666.0,4.0,1.0,6.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,4.0,1.0,2.0,
419,29.0,1169.0,4.0,1.0,18.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,
601,26.0,8229.0,2.0,0.0,36.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,
349,30.0,2121.0,4.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,
275,35.0,2670.0,2.0,1.0,24.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,
292,20.0,2221.0,2.0,1.0,15.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,
96,32.0,4526.0,4.0,1.0,27.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,
582,33.0,2359.0,2.0,0.0,24.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,
935,43.0,2625.0,4.0,0.0,16.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0,1.0,1.0,2.0,
340,55.0,1413.0,2.0,1.0,12.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,
606,25.0,975.0,4.0,1.0,15.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,
683,36.0,7057.0,3.0,1.0,20.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,
170,28.0,1382.0,4.0,1.0,6.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,
356,42.0,10477.0,4.0,1.0,36.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,5.0,4.0,1.0,
650,34.0,2622.0,2.0,1.0,18.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,9.0,2.0,2.0,1.0,
876,28.0,4249.0,4.0,0.0,30.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,0.0,1.0,2.0,1.0,
267,37.0,2118.0,2.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,
390,26.0,2812.0,2.0,1.0,24.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,
12,24.0,6187.0,4.0,1.0,30.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,
533,44.0,1881.0,2.0,1.0,12.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,
313,41.0,250.0,4.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,
808,63.0,6836.0,3.0,0.0,60.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,9.0,1.0,1.0,2.0,
218,27.0,709.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,4.0,3.0,1.0,
703,23.0,8471.0,3.0,1.0,18.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,6.0,5.0,1.0,2.0,
318,24.0,3016.0,2.0,1.0,12.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,
616,29.0,1893.0,2.0,1.0,12.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,
462,40.0,7374.0,4.0,1.0,18.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,
147,49.0,2964.0,2.0,1.0,24.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,2.0,
34,28.0,1376.0,2.0,1.0,24.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,
619,31.0,3108.0,2.0,0.0,30.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,
967,27.0,8648.0,3.0,0.0,24.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,9.0,1.0,4.0,2.0,
435,57.0,1264.0,4.0,1.0,12.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,9.0,5.0,4.0,1.0,
118,28.0,2603.0,2.0,1.0,24.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,
216,37.0,3949.0,2.0,1.0,10.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,
151,42.0,409.0,1.0,1.0,12.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,
799,29.0,915.0,2.0,0.0,24.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,5.0,1.0,1.0,
541,22.0,1670.0,2.0,0.0,9.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,
542,41.0,3979.0,2.0,1.0,48.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,
810,35.0,1198.0,1.0,0.0,6.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,6.0,1.0,1.0,1.0,
258,23.0,2146.0,4.0,1.0,10.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,
